bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,biome_num,chili,def,dist_seminat,ec,ei,elevation,es,et,gHM,gpp,le,pdsi,pet,ple,ro,site_id,soil,soil_carbon_b10,soil_clay_b10,soil_den_b10,soil_pH_b10,soil_sand_b10,soil_water_b10,srad,study_id,swe,topo_div,vap,vpd,vs,activity,bare,cropland,grass,moss,shrub,tree,urban,latitude,longitude,crop,management,ab_wildbees,ab_bombus,total_sampled_time,sampling_year,sampling_abundance,log_visit_rate,log_vr_small,log_vr_large,author_id
190.0,100.0,59.0,2125.0,275.0,107.0,168.0,207.0,168.0,213.0,160.0,1740.0,315.0,56.0,66.0,770.0,169.0,499.0,175.0,1.0,235.0,128.4166667,0.0,2.317532348,0.664869153,1227.0,0.017875634,325.025641,0.717649639,9.078294258,1000.794872,-156.8333333,465.2307692,1432.025641,40.25,VSE3,820.75,6.0,38.0,113.0,56.0,36.0,41.0,2069.166667,Carlos_H_Vergara_Coffea_arabica_Mexico_2004,0.0,0.200581893,1764.5,66.58333333,162.6666667,0.585066969,0.1555097595,2.983138167,10.060802813999999,0.0,10.93127707,67.287393905,8.5817243695,19.4715833,-96.92925,Coffea arabica,conventional,1.0,0.0,100.0,2004,focal observations,-4.605170185988091,-3.912023005428146,-4.605170185988091,CarlosH
191.0,101.0,59.0,2135.0,276.0,106.0,170.0,208.0,168.0,213.0,161.0,1760.0,319.0,55.0,67.0,784.0,167.0,506.0,173.0,1.0,241.0,128.4166667,0.0,2.317037878,0.656079631,1202.0,0.018703512,317.0,0.66047281,9.091543194,975.8,-156.8333333,458.55,1411.525,40.25,VSE4,820.75,6.0,37.0,105.0,58.0,36.0,38.0,2069.166667,Carlos_H_Vergara_Coffea_arabica_Mexico_2004,0.0,0.163052708,1764.5,66.58333333,162.6666667,0.5850693755,0.087216615,2.3147578005,9.73124385,0.0,10.66914716,64.88638364,12.311250937,19.4649667,-96.9343,Coffea arabica,conventional,1.0,0.0,100.0,2004,focal observations,-4.605170185988091,-3.912023005428146,-4.605170185988091,CarlosH
110.0,111.0,31.0,8740.0,291.0,-65.0,356.0,199.0,-6.0,221.0,-6.0,1131.0,112.0,74.0,12.0,318.0,247.0,312.0,247.0,4.0,199.0,29.41666667,0.0,0.737616473,0.104554552,110.0,0.489524891,163.275,0.573423743,3.197810138,502.125,498.4166667,311.65,957.9,43.5,bar,695.3333333,3.0,17.0,140.0,55.0,33.0,25.0,1556.666667,Rachael_Winfree_Cucumis_melo_USA_2004,15.66666667,0.135638282,1064.833333,57.5,294.6666667,0.6160660874999999,0.2827055085,5.2709355065,20.58451765,0.0,2.3650534885,51.257988389999994,20.233439575,40.171578,-75.403945,Cucumis melo,,14.0,7.0,30.0,2004,transects,-0.35667494393873245,-0.6931471805599453,-1.3217558399823195,RachaelWinfree
111.0,113.0,31.0,8739.0,295.0,-62.0,357.0,200.0,-4.0,222.0,-4.0,1147.0,115.0,73.0,12.0,323.0,247.0,319.0,247.0,4.0,200.0,30.08333333,0.0,0.604253883,0.077335344,97.0,0.681765387,146.3513514,0.684010983,2.649775567,450.0,462.8333333,317.5945946,976.0,43.41666667,del,753.5833333,2.0,20.0,144.0,58.0,24.0,24.0,1553.583333,Rachael_Winfree_Cucumis_melo_USA_2004,17.5,0.137724891,1055.25,57.41666667,296.75,0.600510898,0.1519242535,5.537425229,19.053237075,0.0,2.2650739005,45.351097304999996,27.320738175000002,40.296256,-75.150598,Cucumis melo,,9.0,1.0,30.0,2004,transects,-1.0986122886681098,-1.0986122886681098,-2.70805020110221,RachaelWinfree
112.0,115.0,32.0,8680.0,297.0,-62.0,359.0,215.0,-2.0,223.0,-2.0,1158.0,125.0,74.0,14.0,338.0,251.0,330.0,251.0,4.0,195.0,35.25,100.0,0.552571747,0.07249861,57.0,0.695410401,153.75,0.533913076,2.525971644,472.0,394.25,327.84375,1006.625,44.33333333,ker,750.3333333,2.0,19.0,146.0,54.0,25.0,22.0,1565.416667,Rachael_Winfree_Cucumis_melo_USA_2004,17.25,0.065387741,1068.333333,57.75,292.0833333,0.613280229,0.352016426,13.169266628499999,21.3775453,0.0,2.5230733465000004,42.67038647,19.68257251,40.341596,-74.767972,Cucumis melo,,0.0,3.0,30.0,2004,transects,-2.3025850929940455,-3.4011973816621555,-2.0149030205422647,RachaelWinfree
114.0,113.0,31.0,8529.0,296.0,-58.0,354.0,215.0,2.0,222.0,2.0,1150.0,123.0,75.0,14.0,338.0,252.0,327.0,252.0,5.0,198.0,41.08333333,0.0,0.0,0.0,29.0,1.825701842,,0.743535697,0.0,,384.0,,,41.66666667,lee,756.8333333,4.0,12.0,151.0,56.0,54.0,17.0,1569.083333,Rachael_Winfree_Cucumis_melo_USA_2004,13.75,0.038466722,1089.0,57.83333333,310.5833333,0.6155569970000001,0.8332405945,6.939220217,17.550865514999998,0.0,1.8021675284999998,38.733885904999994,34.124559055,40.266198,-74.563116,Cucumis melo,,2.0,0.0,30.0,2004,transects,-2.70805020110221,-2.3025850929940455,-3.4011973816621555,RachaelWinfree
111.0,114.0,32.0,8649.0,295.0,-61.0,356.0,214.0,-3.0,221.0,-3.0,1165.0,125.0,75.0,13.0,339.0,253.0,331.0,253.0,4.0,193.0,36.66666667,100.0,0.805776807,0.129186059,67.0,0.363374776,187.0588235,0.582394838,3.598468626,575.5,393.3333333,309.6764706,952.2941176,43.91666667,lit,754.3333333,3.0,21.0,148.0,57.0,27.0,24.0,1566.166667,Rachael_Winfree_Cucumis_melo_USA_2004,16.25,0.089015387,1070.083333,58.25,293.5,0.6134055265,0.147982986,9.3767608265,21.08201804,0.0,1.8296284935,49.796878989999996,17.700292985,40.30949,-74.752612,Cucumis melo,,3.0,2.0,30.0,2004,transects,-1.791759469228055,-2.0149030205422647,-2.3025850929940455,RachaelWinfree
117.0,108.0,30.0,8781.0,298.0,-56.0,354.0,220.0,1.0,228.0,1.0,1135.0,113.0,74.0,12.0,319.0,249.0,315.0,249.0,4.0,200.0,33.41666667,100.0,0.0,0.0,52.0,1.898441825,,0.657466054,0.0,,485.0,,,41.58333333,map,693.9166667,4.0,16.0,148.0,56.0,38.0,20.0,1557.666667,Rachael_Winfree_Cucumis_melo_USA_2004,13.0,0.153577298,1077.666667,60.66666667,298.3333333,0.6163560565,1.106999643,4.241234734,23.186910195,0.0,2.632507398,39.194893605000004,29.603288855000002,40.118056,-75.270109,Cucumis melo,,7.0,3.0,30.0,2004,transects,-1.0986122886681098,-1.3217558399823195,-2.0149030205422647,RachaelWinfree
112.0,115.0,31.0,8760.0,298.0,-64.0,362.0,215.0,-4.0,223.0,-4.0,1154.0,117.0,74.0,12.0,326.0,250.0,322.0,250.0,4.0,189.0,32.16666667,100.0,0.703236605,0.101064104,72.0,0.504334609,145.3513514,0.591223717,3.199745435,447.4324324,449.0833333,282.027027,867.6756757,42.91666667,non,765.75,3.0,17.0,141.0,61.0,28.0,26.0,1559.416667,Rachael_Winfree_Cucumis_melo_USA_2004,17.08333333,0.122104138,1059.833333,58.08333333,293.5,0.604073953,0.5932821785,16.869369985,24.769569285000003,0.0,2.541805202,43.807529625,11.397375225,40.318046,-75.058363,Cucumis melo,,2.0,2.0,30.0,2004,transects,-2.0149030205422647,-2.3025850929940455,-2.3025850929940455,RachaelWinfree
107.0,117.0,32.0,8770.0,296.0,-68.0,364.0,210.0,-8.0,219.0,-8.0,1155.0,114.0,74.0,12.0,324.0,250.0,319.0,250.0,4.0,195.0,25.25,0.0,0.800765044,0.131665937,115.0,0.365816599,192.8055556,0.503023028,3.555014262,592.2777778,467.5,332.2222222,1021.083333,45.83333333,pen,778.9166667,4.0,20.0,143.0,59.0,20.0,26.0,1545.666667,Rachael_Winfree_Cucumis_melo_USA_2004,22.08333333,0.165171817,1043.666667,54.58333333,292.5833333,0.5922845875,0.25058579599999997,16.91739793,27.843159829999998,0.0,3.8831413615,45.970807175000004,4.7272163415,40.436941,-75.173595,Cucumis melo,,3.0,0.0,30.0,2004,transects,-2.3025850929940455,-2.0149030205422647,-3.4011973816621555,RachaelWinfree
108.0,122.0,33.0,8795.0,299.0,-69.0,368.0,211.0,-8.0,220.0,-8.0,1142.0,113.0,73.0,11.0,321.0,248.0,316.0,248.0,4.0,198.0,22.16666667,0.0,0.0,0.0,66.0,1.762240073,,0.484715819,0.0,,454.3333333,,,48.25,phi,829.25,3.0,19.0,143.0,61.0,29.0,25.0,1541.083333,Rachael_Winfree_Cucumis_melo_USA_2004,26.5,0.348802298,1034.0,52.58333333,286.1666667,0.589670719,1.2671129645,11.0496370125,24.539127479999998,0.0,3.2409606904999997,50.97150035,6.846108119,40.572263,-75.159815,Cucumis melo,,0.0,16.0,30.0,2004,transects,-0.6286086594223742,-3.4011973816621555,-0.5679840376059393,RachaelWinfree
108.0,113.0,31.0,8776.0,291.0,-68.0,359.0,197.0,-9.0,218.0,-9.0,1134.0,111.0,73.0,12.0,319.0,245.0,314.0,245.0,4.0,186.0,26.75,100.0,0.797865024,0.124658285,114.0,0.380733279,178.2903226,0.642372251,3.61124998,548.0,489.75,333.6129032,1025.064516,44.75,ray,720.9166667,2.0,21.0,147.0,58.0,21.0,24.0,1546.166667,Rachael_Winfree_Cucumis_melo_USA_2004,18.91666667,0.143024519,1051.0,55.5,295.6666667,0.6037559535,0.5905507975,15.977034630000002,29.08988977,0.0,3.610549445,32.887297005,17.820791745,40.318463,-75.374531,Cucumis melo,,2.0,0.0,30.0,2004,transects,-2.70805020110221,-2.3025850929940455,-3.4011973816621555,RachaelWinfree
111.0,117.0,32.0,8694.0,297.0,-63.0,360.0,214.0,-3.0,222.0,-3.0,1164.0,125.0,73.0,13.0,338.0,251.0,330.0,251.0,4.0,180.0,31.0,0.0,0.897630767,0.4849397,44.0,0.282197977,223.7368421,0.555125892,5.583494076,687.3157895,391.1666667,319.5789474,982.8947368,46.66666667,spr,750.8333333,4.0,17.0,136.0,57.0,32.0,26.0,1562.75,Rachael_Winfree_Cucumis_melo_USA_2004,19.66666667,0.243757918,1057.583333,55.75,290.4166667,0.6053252505,0.519216886,5.137196223,23.007155775,0.0,2.0685047475,63.629992315,5.6336476045,40.381194,-74.758451,Cucumis melo,,7.0,13.0,30.0,2004,transects,-0.40546510810816444,-1.3217558399823195,-0.7621400520468967,RachaelWinfree
111.0,114.0,31.0,8653.0,295.0,-62.0,357.0,214.0,-3.0,221.0,-3.0,1164.0,126.0,74.0,14.0,340.0,252.0,332.0,252.0,4.0,199.0,37.91666667,0.0,0.809616906,0.128681113,60.0,0.372463902,194.6571429,0.500706613,3.598321409,598.3428571,389.0,320.1428571,984.5714286,43.41666667,ter,749.9166667,3.0,22.0,144.0,58.0,24.0,24.0,1568.416667,Rachael_Winfree_Cucumis_melo_USA_2004,15.66666667,0.068111308,1074.083333,58.16666667,295.25,0.6166373464999999,0.4064644555,10.5064048825,23.309115005000002,0.0,2.088959122,54.986739805,8.628425542999999,40.328383,-74.726315,Cucumis melo,,1.0,3.0,30.0,2004,transects,-2.0149030205422647,-2.70805020110221,-2.0149030205422647,RachaelWinfree
109.0,122.0,32.0,8817.0,301.0,-69.0,370.0,212.0,-8.0,221.0,-8.0,1138.0,112.0,73.0,11.0,320.0,247.0,315.0,247.0,4.0,196.0,23.58333333,0.0,0.737918738,0.339452155,43.0,0.45192945,145.972973,0.449719787,4.327797883,449.3513514,467.9166667,310.3513514,954.5675676,46.33333333,tra,815.25,4.0,18.0,137.0,61.0,42.0,24.0,1542.166667,Rachael_Winfree_Cucumis_melo_USA_2004,24.58333333,0.282619953,1042.583333,53.58333333,286.0833333,0.5895291795,0.73199441,5.4839978335,22.315462075,0.0,2.8430302915,56.82479427,3.5401826935000003,40.565136,-75.184283,Cucumis melo,,11.0,5.0,30.0,2004,transects,-0.6286086594223742,-0.916290731874155,-1.6094379124341003,RachaelWinfree
111.0,117.0,32.0,8698.0,297.0,-65.0,362.0,214.0,-4.0,221.0,-4.0,1166.0,125.0,73.0,14.0,338.0,251.0,330.0,251.0,4.0,191.0,34.41666667,0.0,0.779548543,0.119264589,49.0,0.389047999,162.1388889,0.489492774,3.5182754,499.4166667,389.9166667,277.4444444,854.3333333,44.83333333,aun,736.4166667,4.0,19.0,143.0,57.0,27.0,26.0,1564.583333,Rachael_Winfree_Solanum_lycopersicum_USA_2004,17.91666667,0.112877674,1067.916667,57.08333333,291.1666667,0.6096377915,0.1157870065,15.906131354,24.494968525,0.0,3.0838456705,50.18100998,6.2175813715,40.393329,-74.745286,Solanum lycopersicum,,4.0,0.0,30.0,2004,transects,-2.0149030205422647,-1.791759469228055,-3.4011973816621555,RachaelWinfree
110.0,111.0,31.0,8740.0,291.0,-65.0,356.0,199.0,-6.0,221.0,-6.0,1131.0,112.0,74.0,12.0,318.0,247.0,312.0,247.0,4.0,190.0,29.41666667,0.0,0.737616473,0.104554552,110.0,0.489524891,163.275,0.573423743,3.197810138,502.125,498.4166667,311.65,957.9,43.5,bar,695.3333333,3.0,18.0,143.0,52.0,35.0,26.0,1556.666667,Rachael_Winfree_Solanum_lycopersicum_USA_2004,15.66666667,0.142873436,1064.833333,57.5,294.6666667,0.6160660874999999,0.202531135,4.993441644,19.311969365,0.0,2.093407301,52.74394965,20.650563005000002,40.171394,-75.405438,Solanum lycopersicum,,4.0,2.0,30.0,2004,transects,-1.6094379124341003,-1.791759469228055,-2.3025850929940455,RachaelWinfree
113.0,114.0,31.0,8657.0,297.0,-61.0,358.0,216.0,-1.0,223.0,-1.0,1157.0,125.0,74.0,14.0,339.0,251.0,330.0,251.0,4.0,200.0,37.91666667,0.0,0.949728255,0.55463755,48.0,0.215608623,232.6486486,0.551324308,6.11664149,714.7297297,389.0,324.3243243,997.4594595,43.41666667,che,749.9166667,2.0,18.0,144.0,54.0,29.0,22.0,1568.416667,Rachael_Winfree_Solanum_lycopersicum_USA_2004,15.66666667,0.093272105,1074.083333,58.16666667,295.25,0.6166461225,0.32765173000000003,9.4436497915,21.58559133,0.0,2.277335687,52.58046005,13.733116943499999,40.311069,-74.716323,Solanum lycopersicum,,7.0,6.0,30.0,2004,transects,-0.8362480242006186,-1.3217558399823195,-1.455287232606842,RachaelWinfree
111.0,113.0,31.0,8739.0,295.0,-62.0,357.0,200.0,-4.0,222.0,-4.0,1147.0,115.0,73.0,12.0,323.0,247.0,319.0,247.0,4.0,200.0,30.08333333,0.0,0.604253883,0.077335344,99.0,0.681765387,146.3513514,0.684010983,2.649775567,450.0,462.8333333,317.5945946,976.0,43.41666667,del,753.5833333,2.0,20.0,144.0,58.0,24.0,24.0,1553.583333,Rachael_Winfree_Solanum_lycopersicum_USA_2004,17.5,0.137724891,1055.25,57.41666667,296.75,0.600510898,0.15106565,5.8240675765,19.052071390000002,0.0,2.230657457,44.410535214999996,27.996228455,40.295893,-75.150872,Solanum lycopersicum,,3.0,0.0,30.0,2004,transects,-2.3025850929940455,-2.0149030205422647,-3.4011973816621555,RachaelWinfree
110.0,117.0,32.0,8671.0,297.0,-65.0,362.0,213.0,-4.0,220.0,-4.0,1168.0,125.0,73.0,13.0,338.0,252.0,331.0,252.0,4.0,192.0,31.0,0.0,0.633263055,0.086121038,90.0,0.585761459,168.4210526,0.468749255,2.859237959,516.8947368,391.1666667,323.6052632,993.7368421,46.66666667,hop,750.8333333,5.0,21.0,135.0,54.0,30.0,26.0,1562.75,Rachael_Winfree_Solanum_lycopersicum_USA_2004,19.66666667,0.266813099,1057.583333,55.75,290.4166667,0.605316111,0.042882073,11.657485190500001,21.37600795,0.0,2.5768745529999997,58.995250705000004,5.3510733835,40.399062,-74.759854,Solanum lycopersicum,,19.0,2.0,30.0,2004,transects,-0.35667494393873245,-0.40546510810816444,-2.3025850929940455,RachaelWinfree
111.0,115.0,32.0,8679.0,296.0,-63.0,359.0,214.0,-3.0,222.0,-3.0,1164.0,125.0,74.0,13.0,338.0,252.0,331.0,252.0,4.0,199.0,35.25,0.0,0.64591456,0.091662433,59.0,0.566510674,145.4594595,0.533913076,3.01549799,446.7297297,394.25,298.7297297,917.6486486,44.33333333,ker,750.3333333,2.0,19.0,146.0,54.0,25.0,22.0,1565.416667,Rachael_Winfree_Solanum_lycopersicum_USA_2004,17.25,0.065387741,1068.333333,57.75,292.0833333,0.6132798145,0.360782233,13.412236938,21.06825008,0.0,2.4626889204999998,41.216139505,21.209735764999998,40.341842,-74.768246,Solanum lycopersicum,,5.0,1.0,30.0,2004,transects,-1.6094379124341003,-1.6094379124341003,-2.70805020110221,RachaelWinfree
100.0,120.0,32.0,8694.0,288.0,-77.0,365.0,202.0,-15.0,210.0,-15.0,1222.0,121.0,79.0,11.0,340.0,268.0,336.0,268.0,4.0,195.0,22.08333333,223.6067977,1.280781232,0.194060146,184.0,0.337949083,187.2647059,0.41758737,7.741358728,576.2352941,410.3333333,313.9705882,966.0294118,51.25,mis,827.3333333,4.0,22.0,137.0,55.0,29.0,27.0,1548.833333,Rachael_Winfree_Solanum_lycopersicum_USA_2004,28.66666667,0.08901868,1028.75,52.58333333,283.0833333,0.5979158645,0.2722198975,15.022039315,25.627690925,0.0,2.931738318,51.414473595000004,4.7317088055,40.53801,-74.921152,Solanum lycopersicum,,9.0,0.0,30.0,2004,transects,-1.2039728043259361,-1.0986122886681098,-3.4011973816621555,RachaelWinfree
107.0,117.0,32.0,8770.0,296.0,-68.0,364.0,210.0,-8.0,219.0,-8.0,1155.0,114.0,74.0,12.0,324.0,250.0,319.0,250.0,4.0,188.0,25.25,100.0,0.814329925,0.135359639,116.0,0.358609466,185.2727273,0.503023028,3.582197593,569.8484848,467.5,325.3333333,1000.060606,45.83333333,pen,778.9166667,2.0,22.0,146.0,59.0,20.0,26.0,1545.666667,Rachael_Winfree_Solanum_lycopersicum_USA_2004,22.08333333,0.149930701,1043.666667,54.58333333,292.5833333,0.5922841775000001,0.263302502,16.913094035,28.08417381,0.0,3.917374628,45.71120886,4.7234799585,40.437309,-75.172804,Solanum lycopersicum,,5.0,0.0,30.0,2004,transects,-1.791759469228055,-1.6094379124341003,-3.4011973816621555,RachaelWinfree
108.0,122.0,33.0,8800.0,299.0,-69.0,368.0,211.0,-8.0,220.0,-8.0,1143.0,113.0,73.0,11.0,321.0,249.0,316.0,249.0,4.0,192.0,22.16666667,0.0,0.727761564,0.128197796,43.0,0.588765525,164.2894737,0.484715819,3.775349477,505.2894737,454.3333333,314.6052632,967.2894737,48.25,phi,829.25,3.0,15.0,141.0,64.0,42.0,23.0,1541.083333,Rachael_Winfree_Solanum_lycopersicum_USA_2004,26.5,0.335939169,1034.0,52.58333333,286.1666667,0.589670719,1.330146209,10.677841936,24.260450335,0.0,3.0571296865,51.251775135,4.340975728,40.572189,-75.153653,Solanum lycopersicum,,1.0,2.0,30.0,2004,transects,-2.3025850929940455,-2.70805020110221,-2.3025850929940455,RachaelWinfree
